GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0003159	morphogenesis of an endothelium	19	12	9.26	0.15140
GO:0007190	activation of adenylate cyclase activity	19	12	9.26	0.15140
GO:0010867	positive regulation of triglyceride bios...	19	12	9.26	0.15140
GO:0014841	skeletal muscle satellite cell prolifera...	19	12	9.26	0.15140
GO:0031340	positive regulation of vesicle fusion	19	12	9.26	0.15140
GO:0032148	activation of protein kinase B activity	19	12	9.26	0.15140
GO:0032274	gonadotropin secretion	19	12	9.26	0.15140
GO:0032700	negative regulation of interleukin-17 pr...	19	12	9.26	0.15140
GO:0040037	negative regulation of fibroblast growth...	19	12	9.26	0.15140
GO:0044321	response to leptin	19	12	9.26	0.15140
GO:0045019	negative regulation of nitric oxide bios...	19	12	9.26	0.15140
GO:0046851	negative regulation of bone remodeling	19	12	9.26	0.15140
GO:0047484	regulation of response to osmotic stress	19	12	9.26	0.15140
GO:0050746	regulation of lipoprotein metabolic proc...	19	12	9.26	0.15140
GO:0051443	positive regulation of ubiquitin-protein...	19	12	9.26	0.15140
GO:0060457	negative regulation of digestive system ...	19	12	9.26	0.15140
GO:0060973	cell migration involved in heart develop...	19	12	9.26	0.15140
GO:0061154	endothelial tube morphogenesis	19	12	9.26	0.15140
GO:0061323	cell proliferation involved in heart mor...	19	12	9.26	0.15140
GO:0072087	renal vesicle development	19	12	9.26	0.15140
GO:0072243	metanephric nephron epithelium developme...	19	12	9.26	0.15140
GO:1900452	regulation of long-term synaptic depress...	19	12	9.26	0.15140
GO:1902430	negative regulation of amyloid-beta form...	19	12	9.26	0.15140
GO:1903232	melanosome assembly	19	12	9.26	0.15140
GO:1903376	regulation of oxidative stress-induced n...	19	12	9.26	0.15140
GO:1904406	negative regulation of nitric oxide meta...	19	12	9.26	0.15140
GO:2000671	regulation of motor neuron apoptotic pro...	19	12	9.26	0.15140
GO:0002016	regulation of blood volume by renin-angi...	10	7	4.87	0.15153
GO:0002536	respiratory burst involved in inflammato...	10	7	4.87	0.15153
GO:0002924	negative regulation of humoral immune re...	10	7	4.87	0.15153
GO:0003376	sphingosine-1-phosphate receptor signali...	10	7	4.87	0.15153
GO:0005981	regulation of glycogen catabolic process	10	7	4.87	0.15153
GO:0007191	adenylate cyclase-activating dopamine re...	10	7	4.87	0.15153
GO:0007207	phospholipase C-activating G protein-cou...	10	7	4.87	0.15153
GO:0014827	intestine smooth muscle contraction	10	7	4.87	0.15153
GO:0015851	nucleobase transport	10	7	4.87	0.15153
GO:0021562	vestibulocochlear nerve development	10	7	4.87	0.15153
GO:0021684	cerebellar granular layer formation	10	7	4.87	0.15153
GO:0021707	cerebellar granule cell differentiation	10	7	4.87	0.15153
GO:0021892	cerebral cortex GABAergic interneuron di...	10	7	4.87	0.15153
GO:0030167	proteoglycan catabolic process	10	7	4.87	0.15153
GO:0031077	post-embryonic camera-type eye developme...	10	7	4.87	0.15153
GO:0031125	rRNA 3'-end processing	10	7	4.87	0.15153
GO:0031666	positive regulation of lipopolysaccharid...	10	7	4.87	0.15153
GO:0032263	GMP salvage	10	7	4.87	0.15153
GO:0033034	positive regulation of myeloid cell apop...	10	7	4.87	0.15153
GO:0033212	iron import into cell	10	7	4.87	0.15153
GO:0034379	very-low-density lipoprotein particle as...	10	7	4.87	0.15153
GO:0035360	positive regulation of peroxisome prolif...	10	7	4.87	0.15153
GO:0035581	sequestering of extracellular ligand fro...	10	7	4.87	0.15153
GO:0042117	monocyte activation	10	7	4.87	0.15153
GO:0042182	ketone catabolic process	10	7	4.87	0.15153
GO:0042276	error-prone translesion synthesis	10	7	4.87	0.15153
GO:0042451	purine nucleoside biosynthetic process	10	7	4.87	0.15153
GO:0042455	ribonucleoside biosynthetic process	10	7	4.87	0.15153
GO:0045199	maintenance of epithelial cell apical/ba...	10	7	4.87	0.15153
GO:0045743	positive regulation of fibroblast growth...	10	7	4.87	0.15153
GO:0045759	negative regulation of action potential	10	7	4.87	0.15153
GO:0046129	purine ribonucleoside biosynthetic proce...	10	7	4.87	0.15153
GO:0046543	development of secondary female sexual c...	10	7	4.87	0.15153
GO:0046666	retinal cell programmed cell death	10	7	4.87	0.15153
GO:0048664	neuron fate determination	10	7	4.87	0.15153
GO:0051255	spindle midzone assembly	10	7	4.87	0.15153
GO:0051583	dopamine uptake involved in synaptic tra...	10	7	4.87	0.15153
GO:0051823	regulation of synapse structural plastic...	10	7	4.87	0.15153
GO:0051934	catecholamine uptake involved in synapti...	10	7	4.87	0.15153
GO:0051974	negative regulation of telomerase activi...	10	7	4.87	0.15153
GO:0061909	autophagosome-lysosome fusion	10	7	4.87	0.15153
GO:0070091	glucagon secretion	10	7	4.87	0.15153
GO:0070092	regulation of glucagon secretion	10	7	4.87	0.15153
GO:0071349	cellular response to interleukin-12	10	7	4.87	0.15153
GO:0071447	cellular response to hydroperoxide	10	7	4.87	0.15153
GO:0071670	smooth muscle cell chemotaxis	10	7	4.87	0.15153
GO:0086103	G protein-coupled receptor signaling pat...	10	7	4.87	0.15153
GO:0097011	cellular response to granulocyte macroph...	10	7	4.87	0.15153
GO:0097503	sialylation	10	7	4.87	0.15153
GO:0150172	regulation of phosphatidylcholine metabo...	10	7	4.87	0.15153
GO:1900454	positive regulation of long-term synapti...	10	7	4.87	0.15153
GO:1901031	regulation of response to reactive oxyge...	10	7	4.87	0.15153
GO:1902732	positive regulation of chondrocyte proli...	10	7	4.87	0.15153
GO:1902959	regulation of aspartic-type endopeptidas...	10	7	4.87	0.15153
GO:1903589	positive regulation of blood vessel endo...	10	7	4.87	0.15153
GO:1903799	negative regulation of miRNA processing	10	7	4.87	0.15153
GO:1903943	regulation of hepatocyte apoptotic proce...	10	7	4.87	0.15153
GO:1905651	regulation of artery morphogenesis	10	7	4.87	0.15153
GO:2000143	negative regulation of DNA-templated tra...	10	7	4.87	0.15153
GO:2000342	negative regulation of chemokine (C-X-C ...	10	7	4.87	0.15153
GO:2000650	negative regulation of sodium ion transm...	10	7	4.87	0.15153
GO:0042310	vasoconstriction	113	61	55.05	0.15171
GO:0032392	DNA geometric change	51	29	24.84	0.15258
GO:0009135	purine nucleoside diphosphate metabolic ...	115	62	56.02	0.15268
GO:0009179	purine ribonucleoside diphosphate metabo...	115	62	56.02	0.15268
GO:1901292	nucleoside phosphate catabolic process	178	94	86.71	0.15328
GO:0003208	cardiac ventricle morphogenesis	78	43	38	0.15339
GO:1902893	regulation of miRNA transcription	78	43	38	0.15339
GO:2000242	negative regulation of reproductive proc...	78	43	38	0.15339
GO:0016331	morphogenesis of embryonic epithelium	182	96	88.66	0.15411
GO:0018958	phenol-containing compound metabolic pro...	121	65	58.94	0.15541
GO:0021879	forebrain neuron differentiation	53	30	25.82	0.15553
GO:0032968	positive regulation of transcription elo...	53	30	25.82	0.15553
GO:0033013	tetrapyrrole metabolic process	53	30	25.82	0.15553
GO:0061005	cell differentiation involved in kidney ...	53	30	25.82	0.15553
GO:0095500	acetylcholine receptor signaling pathway	53	30	25.82	0.15553
GO:1903170	negative regulation of calcium ion trans...	53	30	25.82	0.15553
GO:1904035	regulation of epithelial cell apoptotic ...	123	66	59.92	0.15627
GO:0006921	cellular component disassembly involved ...	34	20	16.56	0.15659
GO:0042278	purine nucleoside metabolic process	34	20	16.56	0.15659
GO:0046475	glycerophospholipid catabolic process	34	20	16.56	0.15659
GO:0070306	lens fiber cell differentiation	34	20	16.56	0.15659
GO:0072337	modified amino acid transport	34	20	16.56	0.15659
GO:1904706	negative regulation of vascular associat...	34	20	16.56	0.15659
GO:0051965	positive regulation of synapse assembly	82	45	39.95	0.15667
GO:0009185	ribonucleoside diphosphate metabolic pro...	127	68	61.87	0.15789
GO:0046530	photoreceptor cell differentiation	84	46	40.92	0.15821
GO:0007129	homologous chromosome pairing at meiosis	55	31	26.79	0.15831
GO:0014888	striated muscle adaptation	55	31	26.79	0.15831
GO:0031113	regulation of microtubule polymerization	55	31	26.79	0.15831
GO:0046890	regulation of lipid biosynthetic process	214	112	104.25	0.15938
GO:0036294	cellular response to decreased oxygen le...	131	70	63.82	0.15942
GO:0009132	nucleoside diphosphate metabolic process	133	71	64.79	0.16015
GO:0099072	regulation of postsynaptic membrane neur...	133	71	64.79	0.16015
GO:0001502	cartilage condensation	21	13	10.23	0.16077
GO:0008156	negative regulation of DNA replication	21	13	10.23	0.16077
GO:0010958	regulation of amino acid import across p...	21	13	10.23	0.16077
GO:0031998	regulation of fatty acid beta-oxidation	21	13	10.23	0.16077
GO:0032211	negative regulation of telomere maintena...	21	13	10.23	0.16077
GO:0032310	prostaglandin secretion	21	13	10.23	0.16077
GO:0034377	plasma lipoprotein particle assembly	21	13	10.23	0.16077
GO:0036480	neuron intrinsic apoptotic signaling pat...	21	13	10.23	0.16077
GO:0043116	negative regulation of vascular permeabi...	21	13	10.23	0.16077
GO:0051770	positive regulation of nitric-oxide synt...	21	13	10.23	0.16077
GO:0051797	regulation of hair follicle development	21	13	10.23	0.16077
GO:0060155	platelet dense granule organization	21	13	10.23	0.16077
GO:0060602	branch elongation of an epithelium	21	13	10.23	0.16077
GO:0071786	endoplasmic reticulum tubular network or...	21	13	10.23	0.16077
GO:0072010	glomerular epithelium development	21	13	10.23	0.16077
GO:0099509	regulation of presynaptic cytosolic calc...	21	13	10.23	0.16077
GO:1903789	regulation of amino acid transmembrane t...	21	13	10.23	0.16077
GO:1904666	regulation of ubiquitin protein ligase a...	21	13	10.23	0.16077
GO:2000001	regulation of DNA damage checkpoint	21	13	10.23	0.16077
GO:0010574	regulation of vascular endothelial growt...	36	21	17.54	0.16139
GO:0045922	negative regulation of fatty acid metabo...	36	21	17.54	0.16139
GO:0061384	heart trabecula morphogenesis	36	21	17.54	0.16139
GO:1904994	regulation of leukocyte adhesion to vasc...	36	21	17.54	0.16139
GO:0061982	meiosis I cell cycle process	139	74	67.71	0.16220
GO:0019229	regulation of vasoconstriction	90	49	43.84	0.16248
GO:0045599	negative regulation of fat cell differen...	59	33	28.74	0.16345
GO:0045912	negative regulation of carbohydrate meta...	59	33	28.74	0.16345
GO:0046470	phosphatidylcholine metabolic process	59	33	28.74	0.16345
GO:0071103	DNA conformation change	59	33	28.74	0.16345
GO:0033138	positive regulation of peptidyl-serine p...	92	50	44.82	0.16379
GO:0099003	vesicle-mediated transport in synapse	270	140	131.53	0.16426
GO:0006638	neutral lipid metabolic process	147	78	71.61	0.16466
GO:0045165	cell fate commitment	292	151	142.25	0.16516
GO:0090101	negative regulation of transmembrane rec...	149	79	72.58	0.16523
GO:0008544	epidermis development	356	183	173.42	0.16576
GO:0071333	cellular response to glucose stimulus	151	80	73.56	0.16578
GO:0051591	response to cAMP	61	34	29.72	0.16582
GO:0006458	'de novo' protein folding	38	22	18.51	0.16584
GO:0007007	inner mitochondrial membrane organizatio...	38	22	18.51	0.16584
GO:0016233	telomere capping	38	22	18.51	0.16584
GO:0021591	ventricular system development	38	22	18.51	0.16584
GO:0033032	regulation of myeloid cell apoptotic pro...	38	22	18.51	0.16584
GO:0071539	protein localization to centrosome	38	22	18.51	0.16584
GO:0072210	metanephric nephron development	38	22	18.51	0.16584
GO:0071331	cellular response to hexose stimulus	153	81	74.53	0.16632
GO:0002011	morphogenesis of an epithelial sheet	63	35	30.69	0.16807
GO:0120162	positive regulation of cold-induced ther...	100	54	48.71	0.16857
GO:0003177	pulmonary valve development	23	14	11.2	0.16905
GO:0005980	glycogen catabolic process	23	14	11.2	0.16905
GO:0010984	regulation of lipoprotein particle clear...	23	14	11.2	0.16905
GO:0031645	negative regulation of nervous system pr...	23	14	11.2	0.16905
GO:0043249	erythrocyte maturation	23	14	11.2	0.16905
GO:0048025	negative regulation of mRNA splicing, vi...	23	14	11.2	0.16905
GO:0048333	mesodermal cell differentiation	23	14	11.2	0.16905
GO:0050999	regulation of nitric-oxide synthase acti...	23	14	11.2	0.16905
GO:0090128	regulation of synapse maturation	23	14	11.2	0.16905
GO:0090141	positive regulation of mitochondrial fis...	23	14	11.2	0.16905
GO:0098974	postsynaptic actin cytoskeleton organiza...	23	14	11.2	0.16905
GO:0099188	postsynaptic cytoskeleton organization	23	14	11.2	0.16905
GO:1903540	establishment of protein localization to...	23	14	11.2	0.16905
GO:2000291	regulation of myoblast proliferation	23	14	11.2	0.16905
GO:2000738	positive regulation of stem cell differe...	23	14	11.2	0.16905
GO:0071772	response to BMP	167	88	81.35	0.16963
GO:0071773	cellular response to BMP stimulus	167	88	81.35	0.16963
GO:0006107	oxaloacetate metabolic process	12	8	5.85	0.16988
GO:0009209	pyrimidine ribonucleoside triphosphate b...	12	8	5.85	0.16988
GO:0009435	NAD biosynthetic process	12	8	5.85	0.16988
GO:0010649	regulation of cell communication by elec...	12	8	5.85	0.16988
GO:0010985	negative regulation of lipoprotein parti...	12	8	5.85	0.16988
GO:0015870	acetylcholine transport	12	8	5.85	0.16988
GO:0015911	long-chain fatty acid import across plas...	12	8	5.85	0.16988
GO:0018095	protein polyglutamylation	12	8	5.85	0.16988
GO:0021683	cerebellar granular layer morphogenesis	12	8	5.85	0.16988
GO:0030948	negative regulation of vascular endothel...	12	8	5.85	0.16988
GO:0032610	interleukin-1 alpha production	12	8	5.85	0.16988
GO:0033762	response to glucagon	12	8	5.85	0.16988
GO:0034454	microtubule anchoring at centrosome	12	8	5.85	0.16988
GO:0036135	Schwann cell migration	12	8	5.85	0.16988
GO:0038063	collagen-activated tyrosine kinase recep...	12	8	5.85	0.16988
GO:0042362	fat-soluble vitamin biosynthetic process	12	8	5.85	0.16988
GO:0043278	response to morphine	12	8	5.85	0.16988
GO:0044030	regulation of DNA methylation	12	8	5.85	0.16988
GO:0045542	positive regulation of cholesterol biosy...	12	8	5.85	0.16988
GO:0045588	positive regulation of gamma-delta T cel...	12	8	5.85	0.16988
GO:0045654	positive regulation of megakaryocyte dif...	12	8	5.85	0.16988
GO:0045938	positive regulation of circadian sleep/w...	12	8	5.85	0.16988
GO:0046645	positive regulation of gamma-delta T cel...	12	8	5.85	0.16988
GO:0048012	hepatocyte growth factor receptor signal...	12	8	5.85	0.16988
GO:0051177	meiotic sister chromatid cohesion	12	8	5.85	0.16988
GO:0060148	positive regulation of post-transcriptio...	12	8	5.85	0.16988
GO:0060439	trachea morphogenesis	12	8	5.85	0.16988
GO:0061309	cardiac neural crest cell development in...	12	8	5.85	0.16988
GO:0061723	glycophagy	12	8	5.85	0.16988
GO:0070207	protein homotrimerization	12	8	5.85	0.16988
GO:0070472	regulation of uterine smooth muscle cont...	12	8	5.85	0.16988
GO:0097501	stress response to metal ion	12	8	5.85	0.16988
GO:0099639	neurotransmitter receptor transport, end...	12	8	5.85	0.16988
GO:0106120	positive regulation of sterol biosynthet...	12	8	5.85	0.16988
GO:1900370	positive regulation of post-transcriptio...	12	8	5.85	0.16988
GO:1900747	negative regulation of vascular endothel...	12	8	5.85	0.16988
GO:1901374	acetate ester transport	12	8	5.85	0.16988
GO:1903377	negative regulation of oxidative stress-...	12	8	5.85	0.16988
GO:1904672	regulation of somatic stem cell populati...	12	8	5.85	0.16988
GO:1905456	regulation of lymphoid progenitor cell d...	12	8	5.85	0.16988
GO:1905907	negative regulation of amyloid fibril fo...	12	8	5.85	0.16988
GO:1990535	neuron projection maintenance	12	8	5.85	0.16988
GO:2000303	regulation of ceramide biosynthetic proc...	12	8	5.85	0.16988
GO:2000322	regulation of glucocorticoid receptor si...	12	8	5.85	0.16988
GO:2000434	regulation of protein neddylation	12	8	5.85	0.16988
GO:2000637	positive regulation of miRNA-mediated ge...	12	8	5.85	0.16988
GO:0006284	base-excision repair	40	23	19.49	0.16995
GO:0009126	purine nucleoside monophosphate metaboli...	40	23	19.49	0.16995
GO:0033144	negative regulation of intracellular ste...	40	23	19.49	0.16995
GO:0035329	hippo signaling	40	23	19.49	0.16995
GO:0001678	intracellular glucose homeostasis	169	89	82.33	0.17004
GO:1901654	response to ketone	169	89	82.33	0.17004
GO:0030193	regulation of blood coagulation	65	36	31.66	0.17021
GO:0055088	lipid homeostasis	177	93	86.22	0.17159
GO:0050795	regulation of behavior	106	57	51.64	0.17170
GO:2000027	regulation of animal organ morphogenesis	106	57	51.64	0.17170
GO:0048599	oocyte development	67	37	32.64	0.17224
GO:0060390	regulation of SMAD protein signal transd...	67	37	32.64	0.17224
GO:1900046	regulation of hemostasis	67	37	32.64	0.17224
GO:0048592	eye morphogenesis	183	96	89.15	0.17262
GO:0001823	mesonephros development	108	58	52.61	0.17267
GO:0015908	fatty acid transport	108	58	52.61	0.17267
GO:0010737	protein kinase A signaling	42	24	20.46	0.17378
GO:0030866	cortical actin cytoskeleton organization	42	24	20.46	0.17378
GO:0035850	epithelial cell differentiation involved...	42	24	20.46	0.17378
GO:0060219	camera-type eye photoreceptor cell diffe...	42	24	20.46	0.17378
GO:0099563	modification of synaptic structure	42	24	20.46	0.17378
